nct_id,url,brief_title,official_title,overall_status,study_type,phase,primary_purpose,category,participant_stage,enrollment,lead_sponsor,interventions,conditions,countries,has_us_site,country_count,location_count,multinational,has_public_locations,study_first_post_date,last_update_post_date,start_date,primary_completion_date,completion_date,primary_outcomes,excluded_reason
NCT07533084,https://clinicaltrials.gov/study/NCT07533084,Italian Validation of the dNA Scale and Its Correlation With Neurocognitive Variables,Italian Validation of the Dynamic Neurocognitive Adaptation (dNA) Scale and Its Correlation With Neurocognitive Variables,NOT_YET_RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Care partners or care systems,265,Neuromed IRCCS,,Active Aging Individuals Aged 65 and Over; Aging; Mild Cognitive Impairment (MCI); Dementia; Dementia Alzheimer Type; Subjective Memory Complaints; Probable Alzheimer's Disease,Italy,False,1,8,False,True,2026-04-16,2026-06-11,2026-09,2027-11-27,2027-11-27,Italian Validation and Factor Structure of the dynamic Neurocognitive Adaptation Scale (dNA),"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07571161,https://clinicaltrials.gov/study/NCT07571161,Donanemab (LY3002813) Trial in Chinese Participants With Cognitively Unimpaired (Preclinical) Alzheimer's Disease,A Study of Donanemab Versus Placebo in Chinese Participants at Risk for Cognitive and Functional Decline of Alzheimer's Disease,RECRUITING,INTERVENTIONAL,PHASE3,TREATMENT,Amyloid-targeting approaches,Preclinical or elevated-risk,140,Eli Lilly and Company,Donanemab; Placebo,Alzheimer Disease,China,False,1,30,False,True,2026-05-06,2026-07-17,2026-04-30,2030-04,2030-04,Time to Clinical Progression as Measured by Clinical Dementia Rating-Global Score (CDR-GS),"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07579689,https://clinicaltrials.gov/study/NCT07579689,Effects of Ginkgo Biloba on Blood Biomarkers in Mild Cognitive Impairment,Effect of Gingko Biloba on the Blood Biomarkers in Mild Cognitive Impairment Patients With Alzheimer's Disease,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE4,TREATMENT,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,120,Hanyang University,Ginkgo Biloba Extract 240 mg; Placebo,Mild Cognitive Impairment; Alzheimer's Disease,,False,0,0,False,False,2026-05-12,2026-06-26,2026-06,2028-12-31,2028-12-31,Change from Baseline in Plasma p-tau217 at 6 Months,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07589595,https://clinicaltrials.gov/study/NCT07589595,A Study of Donanemab (LY3002813) in Participants With Early Cognitive Decline (TRAILBLAZER-ALZ 7),"A Phase 2 Randomized, Placebo-Controlled Clinical Trial to Assess the Safety and Efficacy of Donanemab in Participants With Early Cognitive Decline, at Least One Core Clinical Feature of Dementia With Lewy Bodies, and Confirmation of Alpha-Synuclein and Amyloid Co-pathology",RECRUITING,INTERVENTIONAL,PHASE2,TREATMENT,Amyloid-targeting approaches,MCI or prodromal Alzheimer’s,350,Eli Lilly and Company,Donanemab; Placebo,Cognitive Dysfunction; Lewy Body Disease; Synucleinopathies; Amyloid,Japan; South Korea; Taiwan; United States,True,4,72,True,True,2026-05-15,2026-07-17,2026-05-20,2028-08,2028-08,Change from Baseline on Clinical Dementia Rating - Sum of Boxes (CDR-SB),"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07591727,https://clinicaltrials.gov/study/NCT07591727,A Study of the Metabolic Reconstruction Oral Biologics (Gut-X-001) Medication in People With Alzheimer's Disease (ESCAPE-AD),"Efficacy, Safety, and Feasibility of Metabolic ReConstruction Oral Biologics (Gut-X-001) in Patients With Alzheimer's Disease: An Exploratory Clinical Trial （ESCAPE-AD）",NOT_YET_RECRUITING,INTERVENTIONAL,PHASE1+PHASE2,TREATMENT,"Diagnostics, imaging, and biomarkers",Care partners or care systems,120,Beijing Tiantan Hospital,Gut-X-001 + Placebo capsule; Gut-X-001; Placebo,Alzheimer s Disease,,False,0,0,False,False,2026-05-18,2026-06-11,2026-08-01,2027-05-01,2027-12-01,Change from baseline in ADAS-Cog13 score at Month 6,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07598370,https://clinicaltrials.gov/study/NCT07598370,A Study of LY3439539 in Participants With Alzheimer's Disease,"A Phase 1, Open Label, Multiple-Dose Study to Assess the Changes in Cerebrospinal Fluid Biomarkers for Alzheimer's Disease Following Treatment With LY3439539 in Participants With Symptomatic Alzheimer's Disease",RECRUITING,INTERVENTIONAL,PHASE1,BASIC_SCIENCE,"Diagnostics, imaging, and biomarkers",Moderate or later dementia,30,Eli Lilly and Company,LY3439539,Alzheimer Disease,Australia; New Zealand; Singapore; United States,True,4,9,True,True,2026-05-20,2026-07-20,2026-05-21,2027-08,2027-08,Change from Baseline in Cerebrospinal Fluid (CSF) Neurofilament Light Chain (NfL),"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07599670,https://clinicaltrials.gov/study/NCT07599670,A Study to Assess the Safety and Effects of ABBV-1758 Following Subcutaneous or Intravenous Injections in Participants With Alzheimer's Disease,"A Randomized, Double-Blind, Placebo-Controlled Study to Evaluate Safety, Efficacy, Pharmacokinetics, and Pharmacodynamics of ABBV-1758 in Participants With Alzheimer's Disease",RECRUITING,INTERVENTIONAL,PHASE1+PHASE2,TREATMENT,"Care, behavior, and quality of life",Moderate or later dementia,210,AbbVie,ABBV-1758; Placebo for ABBV-1758; ABBV-1758; Placebo for ABBV-1758,Alzheimer's Disease,United States,True,1,11,False,True,2026-05-20,2026-06-23,2026-05-15,2030-04,2030-10,Percentage of Participants Experiencing Adverse Events (AEs); Percentage of Participants with Abnormal Change from Baseline in Clinical Laboratory Test Results; Percentage of Participants With Amyloid-Related Imaging Abnormalities (ARIA),"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07600996,https://clinicaltrials.gov/study/NCT07600996,Cerebrospinal Fluid Mitochondrial Biomarkers in Ischemic Stroke and Alzheimer Disease,A Prospective Observational Study of Cerebrospinal Fluid Mitochondrial Biomarkers Measured by Flow Cytometry in Patients With Ischemic Stroke and Alzheimer Disease Controls,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Moderate or later dementia,40,Capital Medical University,Cerebrospinal Fluid Flow Cytometry,Ischemic Stroke; Alzheimer Disease (AD),China,False,1,1,False,True,2026-05-22,2026-06-16,2026-03-01,2026-05-31,2026-08-30,Association Between Cerebrospinal Fluid MitoTracker-Positive Event Count and 90-Day Modified Rankin Scale Score in Patients With Ischemic Stroke,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07602283,https://clinicaltrials.gov/study/NCT07602283,Music for Pain and Dementia,Neurophysiological and Neuroendocrinal Benefits of Music Based Interventions for Early Alzheimer's Patients and Their Caregivers,RECRUITING,INTERVENTIONAL,NA,SUPPORTIVE_CARE,"Care, behavior, and quality of life",Care partners or care systems,60,Yale University,Drumming session; Music-listening session,Alzheimer Disease; Dementia; Mild Cognitive Impairment; Peer-bonded Caregiver; Caregiver,United States,True,1,1,False,True,2026-05-22,2026-06-12,2026-06-09,2027-08-01,2028-02-01,Change in pain phenotyping using a Quantitative Sensory Testing (QST); Change in pain central sensitization; Change in cortisol levels,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07602582,https://clinicaltrials.gov/study/NCT07602582,A Study of Donanemab (LY3002813) in Participants Who Completed Study AACM (TRAILBLAZER-ALZ 3-EXT).,An Annual Dosing Study of Donanemab in Participants Who Completed Donanemab Study AACM,RECRUITING,INTERVENTIONAL,PHASE3,TREATMENT,Amyloid-targeting approaches,Mixed or not specified,550,Eli Lilly and Company,Donanemab; Placebo,"Alzheimer Disease; Dementia; Plaque, Amyloid",Japan; Puerto Rico; United States,True,3,59,True,True,2026-05-22,2026-07-07,2026-05-22,2029-09,2029-09,Change from Baseline as Measured by Clinical Dementia Rating - Sum of Boxes (CDR-SB),"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07631247,https://clinicaltrials.gov/study/NCT07631247,iPath for CP Pilot,Improving Screening and Access to Treatment for Depression in Care Partners of People Living With Dementia,NOT_YET_RECRUITING,INTERVENTIONAL,NA,HEALTH_SERVICES_RESEARCH,"Care, behavior, and quality of life",Care partners or care systems,15,Dartmouth-Hitchcock Medical Center,depression app for care partners of persons with dementia,Depression - Major Depressive Disorder,,False,0,0,False,False,2026-06-05,2026-06-16,2026-06,2027-01,2027-02,Usability of Intervention; Acceptability of Intervention; Feasibility of Intervention,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07633470,https://clinicaltrials.gov/study/NCT07633470,"A Study of Zunveyl on Safety, Tolerability, Neuropsychiatric Symptoms, and Caregiver Distress in Alzheimer's Disease (RESOLVE)","RESOLVE: A Phase 4, Open-label Study to Assess the Effect of Zunveyl on Safety and Tolerability, Neuropsychiatric Symptoms, and Caregiver Distress in Adults With Mild to Moderate Alzheimer's Disease",RECRUITING,INTERVENTIONAL,PHASE4,TREATMENT,"Care, behavior, and quality of life",Care partners or care systems,150,"Alpha Cognition, Inc",Zunveyl®,Alzheimer Disease,United States,True,1,5,False,True,2026-06-08,2026-07-20,2026-05-20,2027-04,2027-04,Number of Participants with Adverse Events (AEs) and Serious Adverse Events (SAEs); Percentage of Participants who Discontinued due to AEs; Number of Participants with Treatment Interruptions or Dose Reductions,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07636811,https://clinicaltrials.gov/study/NCT07636811,A Study to Evaluate Mivelsiran in Adult Participants With Early-Stage Down Syndrome-Associated Alzheimer's Disease (DS-AD),"A Phase 2, Multicenter, Randomized, Double-blind, Placebo-controlled Study, to Evaluate Efficacy, Safety, Tolerability, and Pharmacodynamics of Intrathecally Administered Mivelsiran in Adult Participants With Early-Stage Down Syndrome-Associated Alzheimer's Disease (DS-AD)",NOT_YET_RECRUITING,INTERVENTIONAL,PHASE2,TREATMENT,Other interventional treatment research,Preclinical or elevated-risk,58,Alnylam Pharmaceuticals,Mivelsiran; Placebo,Down Syndrome-Associated Alzheimer's Disease (DS-AD),United States,True,1,2,False,True,2026-06-09,2026-07-15,2026-07-31,2030-05-18,2031-07-23,Double-Blind Period: Change from baseline in brain amyloid burden measured in centiloids (CLs),"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07639645,https://clinicaltrials.gov/study/NCT07639645,Intervention to Reduce Unwanted Loneliness in Family Caregivers of People With Alzheimer,Multimodal Intervention to Reduce Unwanted Loneliness and Improve the Living With Process Among Family Caregivers of People With Alzheimer's Disease,NOT_YET_RECRUITING,INTERVENTIONAL,NA,HEALTH_SERVICES_RESEARCH,"Care, behavior, and quality of life",Care partners or care systems,50,University of Valencia,Multimodal intervention to Reduce Unwanted Loneliness in Family Caregivers of People With Alzheimer,Alzheimer Disease (AD); Unwanted Loneliness; Family Caregivers; Living With Process,Spain,False,1,1,False,True,2026-06-10,2026-06-15,2026-10,2026-12,2028-12,Score on the Jong Gierveld Lonelinss Scale; Living with chronic conditions from the family perspective,"Last public update posted after June 10, 2026; historical status not reconstructed"
NCT07643363,https://clinicaltrials.gov/study/NCT07643363,Temporal Interference Stimulation Treatment in Patients With Cognitive Impairment,"A Randomized, Sham-Controlled Trial of Temporal Interference Stimulation Treatment in Patients With Cognitive Impairment",RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Diagnostics, imaging, and biomarkers",Care partners or care systems,60,Tianjin Huanhu Hospital,Temporal Interference Stimulation; Sham Temporal Interference Stimulation; Targeted Cognitive Training; General Cognitive Training,Amnestic Mild Cognitive Impairment - aMCI; AD-MCI; AD - Alzheimer's Disease; FTD,China,False,1,1,False,True,2026-06-11,2026-06-11,2026-07-01,2028-06,2029-06,Changes from Baseline in Alzheimer's Disease Assessment Scale-Cognitive Subscale (ADAS-Cog) Score,"First posted after June 10, 2026"
NCT07646054,https://clinicaltrials.gov/study/NCT07646054,Digital Lifestyle Coaching for Alzheimer's Disease Prevention in APOE4 Carriers,Wellderly Brain - Alzheimer's Disease Prevention With Lifestyle Coaching Intervention: A Randomized Clinical Trial,NOT_YET_RECRUITING,INTERVENTIONAL,NA,PREVENTION,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,1200,Scripps Translational Science Institute,Education,Mild Cognitive Impairment (MCI); Alzheimer Disease (AD),United States,True,1,1,False,True,2026-06-12,2026-06-12,2026-07-06,2028-07-31,2028-12-31,Plasma pTau217 Concentration,"First posted after June 10, 2026"
NCT07651085,https://clinicaltrials.gov/study/NCT07651085,Biomarkers in Alzheimer's and Parkinson's Diseases for IA,Effects of Endogenous and Exogenous Risk Factors in Patients With Alzheimer's and Parkinson's Diseases Using Clinical Indexes and Endophenotypes (Biomarkers) as Inputs to Artificial Intelligence,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,65,IRCCS San Raffaele Roma,Neuropsycological assesment; cerebral MRI; EEG; Venous blood sample of 20ml; Sample collection of exfoliated buccal mucosa; Telemonitoring at home for 1 week,Parkinson Disease; Alzheimer Disease; Mild Cognitive Impairment; Dementia,Italy,False,1,1,False,True,2026-06-16,2026-06-16,2024-02-08,2026-05-19,2027-07-20,Predictivity in changes of RMN parameters; Predictivity of EEG; Predictivity of CFS and Blood derived Biomarkers,"First posted after June 10, 2026"
NCT07651319,https://clinicaltrials.gov/study/NCT07651319,Interleukine-2 (IL-2) Plus Semaglutide in Alzheimer's Disease,"A Phase Ib Clinical Trial, Using Interleukin-2 (IL-2) and Semaglutide in Patients With Alzheimer's Disease",RECRUITING,INTERVENTIONAL,PHASE1+PHASE2,TREATMENT,"Diagnostics, imaging, and biomarkers",Moderate or later dementia,30,The Methodist Hospital Research Institute,IL-2 (Aldesleukin); Semaglutide Plus IL-2; Placebo,Alzheimer Dementia (AD),United States,True,1,1,False,True,2026-06-16,2026-06-16,2026-07,2029-06,2029-12,To assess the safety and the tolerability of IL-2 plus Semaglutide in AD patients,"First posted after June 10, 2026"
NCT07651787,https://clinicaltrials.gov/study/NCT07651787,Using Light Therapy for Mild Cognitive Impairment,Neurovascular and Mitochondrial Mechanisms of Transcranial Photobiomodulation in Vascular Mild Cognitive Impairment,RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,40,University of Oklahoma,Active Vielight Neuro RX-Duo device -Active transcranial photobiomodulation; Sham Vielight Neuro RX-Duo device -Sham transcranial photobiomodulation,Mild Cognitive Impairment (MCI); Amyloid Pathology,United States,True,1,1,False,True,2026-06-16,2026-06-16,2025-10-01,2026-12-31,2026-12-31,Change in cortical neurovascular coupling,"First posted after June 10, 2026"
NCT07652931,https://clinicaltrials.gov/study/NCT07652931,Using Artificial Intelligence to Detect Early Signs of Alzheimer's Disease in People With Memory Concerns,AHEAD: AI-driven Brain Health for Early Alzheimer's Disease Detection in Individuals With Subjective Cognitive Decline,NOT_YET_RECRUITING,INTERVENTIONAL,NA,OTHER,"Care, behavior, and quality of life",Subjective cognitive concerns,300,IRCCS San Raffaele,High-frequency Transcranial Magnetic Stimulation (TMS); Digital Cognitive Training; Structured Physical Exercise; Management of Modifiable Vascular and Behavioral Risk Factors,Subjective Cognitive Decline; Alzheimer Disease; Mild Cognitive Impairment; Cognitive Decline,Italy,False,1,1,False,True,2026-06-17,2026-06-17,2026-08-01,2028-08-01,2029-08-01,Diagnostic accuracy of AI models in identifying AD biomarker-positive SCD subjects (AUC),"First posted after June 10, 2026"
NCT07658430,https://clinicaltrials.gov/study/NCT07658430,Deep Cervical Lymphovenous Anastomosis for Moderate Alzheimer's Disease,"The Efficacy and Safety of Deep Cervical LYMphatic-Venous Anastomosis for Moderate Alzheimer's Disease: A Multicenter, Prospective, Randomized Controlled Trial",NOT_YET_RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Care, behavior, and quality of life",Care partners or care systems,296,"Southwest Hospital, China",Deep cervical lymphovenous anastomosis (LVA); Routine Treatment,Alzheimer's Disease,China,False,1,1,False,True,2026-06-22,2026-06-22,2026-07-01,2028-06-30,2029-06-30,Change in CDR-SB score from baseline to 12 months after randomization,"First posted after June 10, 2026"
NCT07659964,https://clinicaltrials.gov/study/NCT07659964,Use of a Mobile Brain-Body Imaging Approach to Evaluate the Effects of Rhythmic Auditory Stimulation on Gait and Brain Function in Alzheimer's Disease,Use of a Mobile Brain-Body Imaging Approach to Evaluate the Effects of Rhythmic Auditory Stimulation on Gait and Brain Function in Alzheimer's Disease,RECRUITING,INTERVENTIONAL,NA,BASIC_SCIENCE,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,40,Boston University Charles River Campus,Metronome,Alzheimer Disease (AD); Mild Cognitive Impairment (MCI),United States,True,1,1,False,True,2026-06-22,2026-06-22,2026-06-01,2027-06,2027-06,Functional brain network connectivity; Stride time variability; Gait speed,"First posted after June 10, 2026"
NCT07660341,https://clinicaltrials.gov/study/NCT07660341,SAD Study of CGB3002 in Healthy Participants,"A Randomized, Double-blind, Placebo-controlled, Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Immunogenicity of Single Ascending Doses of CGB3002 in Healthy Participants",RECRUITING,INTERVENTIONAL,PHASE1,TREATMENT,"Diagnostics, imaging, and biomarkers",Mixed or not specified,46,ChainGen Biopharma Ltd,CGB3002 0.08 mg/kg; CGB3002 0.4 mg/kg; CGB3002 1.2 mg/kg; CGB3002 3.6 mg/kg; CGB3002 7.2 mg/kg; Placebo; Comparator Drug,Alzheimer s Disease,Australia,False,1,1,False,True,2026-06-22,2026-07-08,2026-06-30,2027-04-30,2027-04-30,Percentage of Participants with Adverse Events as a Measure of Safety and Tolerability,"First posted after June 10, 2026"
NCT07666113,https://clinicaltrials.gov/study/NCT07666113,Blood-based Biomarkers for Alzheimer's Disease at the Primary Care Level.,The Diagnostic Validity and Clinical Impact of Blood-based Biomarkers for the Diagnosis of Alzheimer's Disease at the Primary Care Level.,RECRUITING,INTERVENTIONAL,NA,DIAGNOSTIC,"Diagnostics, imaging, and biomarkers",Mixed or not specified,240,Universitaire Ziekenhuizen KU Leuven,ptau217,Alzheimer's Disease (AD),Belgium,False,1,1,False,True,2026-06-24,2026-06-24,2026-05-26,2030-04,2038-04,Change in referral decision and working diagnosis; Cognitive decline,"First posted after June 10, 2026"
NCT07667478,https://clinicaltrials.gov/study/NCT07667478,NON-INVASIVE BRAIN STIMULATION FOR MEMORY LOSS IN EARLY ALZHEIMER'S DISEASE,NON-INVASIVE BRAIN STIMULATION FOR MEMORY LOSS IN EARLY ALZHEIMER'S DISEASE,RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,40,Chi-Ying (Roy) Lin,repetitive transcranial magnetic stimulation (rTMS); sham repetitive transcranial magnetic stimulation rTMS,Alzheimer s Disease; Mild Cognitive Impairment (MCI) Due to Alzheimer's Disease; Mild Dementia,United States,True,1,1,False,True,2026-06-25,2026-06-25,2026-04-15,2031-04-14,2031-04-14,MMSE; Clinical Dementia Rating scale (CDR); Alzheimer's Disease Assessment Scale-Cognitive Subscale (ADAS-Cog),"First posted after June 10, 2026"
NCT07669272,https://clinicaltrials.gov/study/NCT07669272,Deep Cervical Lymphovenous Anastomosis for Severe Alzheimer's Disease,"A Single-arm, Prospective, Self-controlled Study on Efficacy and Safety of Deep Cervical Lymphovenous Anastomosis for Neurological Function in Patients With Severe Alzheimer's Disease",NOT_YET_RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Care, behavior, and quality of life",Care partners or care systems,59,"Southwest Hospital, China",Deep Cervical Lymphovenous Anastomosis; Routine Treatment,Alzheimer s Disease,China,False,1,1,False,True,2026-06-25,2026-06-25,2026-10-01,2028-09-30,2029-09-30,Sum of Boxes (CDR-SB) Total Score,"First posted after June 10, 2026"
NCT07672171,https://clinicaltrials.gov/study/NCT07672171,Far-Infrared Therapy for the Effect of Alzheimer Disease Dementia,To Explore the Effect of Far Infrared Therapy on Cognitive Function of Patients With Dementia,RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Care, behavior, and quality of life",Care partners or care systems,40,Juin-Hong Cherng,Yin Fu Rui De Far-Infrared Radiator; Sham Far-Infrared Radiator,Dementia; Alzheimer Disease,Taiwan,False,1,1,False,True,2026-06-26,2026-06-26,2022-10-15,2029-10-31,2029-10-31,Number of Participants With Yin Fu Rui De Far-Infrared Therapy Device-Related Adverse Events (AEs); Number of Participants With Yin Fu Rui De Far-Infrared Therapy Device-Related Serious Adverse Events (SAEs),"First posted after June 10, 2026"
NCT07672977,https://clinicaltrials.gov/study/NCT07672977,Home-Based Closed-Loop Auditory Stimulation to Enhance Slow-Wave Activity in MCI Due to Alzheimer's Disease: A Proof-of-Concept Study,Home-Based Closed-Loop Auditory Stimulation to Enhance Slow-Wave Activity in MCI Due to Alzheimer's Disease: A Proof-of-Concept Study,ENROLLING_BY_INVITATION,INTERVENTIONAL,NA,TREATMENT,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,30,Bitbrain,Closed-Loop Auditory Stimulation,"MCI-AD, Early Stage Alzheimer's Disease; Alzheimer s Disease; Mild Cognitive Impairment (MCI) Amnestic; AD; AD-MCI",Spain,False,1,1,False,True,2026-06-29,2026-06-29,2025-07-01,2026-11-30,2026-12-30,Target Engagement: Sustained Increase in Slow-Wave Activity During N2-N3 Sleep,"First posted after June 10, 2026"
NCT07673263,https://clinicaltrials.gov/study/NCT07673263,Effects of X Box Kinect 360 in Alzheimer's Disease,"Effect of 3D Kinect Games With Google Cardboard on Motor Control, Cognition, and Quality of Life in Mild to Moderate Alzheimer's Patient",NOT_YET_RECRUITING,INTERVENTIONAL,NA,SUPPORTIVE_CARE,"Care, behavior, and quality of life",Moderate or later dementia,38,Ziauddin University,3D Kinect based game; Conventional therapy group,Alzheimer s Disease,Pakistan,False,1,1,False,True,2026-06-29,2026-06-29,2026-06-24,2026-07-15,2026-08-15,Cognition; Cognition; Motor Function,"First posted after June 10, 2026"
NCT07673770,https://clinicaltrials.gov/study/NCT07673770,Brain Wave Informed Non-invasive Brain Stimulation: Improving Neural Networks of Working Memory in Dementia: a Proof-of-concept Study,Brain Wave Informed Non-invasive Brain Stimulation: Improving Neural Networks of Working Memory in Dementia: a Proof-of-concept Study,RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Care, behavior, and quality of life",Mixed or not specified,30,McMaster University,EEG-triggered TMS,Dementia; Alzheimer s Disease,Canada,False,1,1,False,True,2026-06-29,2026-07-07,2026-07-07,2028-04-01,2028-08-01,Forward digit span; Reverse digit span; Sentence span,"First posted after June 10, 2026"
NCT07676851,https://clinicaltrials.gov/study/NCT07676851,Clinical Risk Score Prediction for Risk of Dementia Among Late-life Population With Depression,"Development of a Clinical Risk Score Prediction Tool for 5-, 9-, and 13-year Risk of Dementia Among Late-life Population With Depression: a Longitudinal Cohort Study",RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,Other interventional treatment research,Preclinical or elevated-risk,44,Second Affiliated Hospital of Nanchang University,No Intervention: Observational Cohort,Alzheimer Dementia (AD); Dementia; Late Life Depression (LLD); Risk Scores; Prediction; Chinese Population; Obs e r; Observational Cohort Study; External Validation,China,False,1,1,False,True,2026-06-30,2026-06-30,2006-06-01,2030-06-01,2030-06-30,Incidence of Dementia,"First posted after June 10, 2026"
NCT07679906,https://clinicaltrials.gov/study/NCT07679906,ALZEVIT: Nationwide Digital APOE ε4 Cohort for Early Alzheimer's Disease Prevention and Trial Readiness,"ALZEVIT: A Nationwide Decentralized Digital Cohort for Population APOE Genotyping, Longitudinal Characterization of APOE ε4/ε4 Trajectories, and Trial-readiness for Precision Prevention in Early Alzheimer's Disease",RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Care, behavior, and quality of life",Preclinical or elevated-risk,50000,Firalis SA,,Alzheimer,France,False,1,1,False,True,2026-07-01,2026-07-01,2026-07,2027-05-01,2028-05-01,1. APOE genotype distribution in the study population; 2. Feasibility of large-scale decentralized APOE genotyping registry; 3. Identification of APOE ε4/ε4 homozygotes in the national cohort,"First posted after June 10, 2026"
NCT07680335,https://clinicaltrials.gov/study/NCT07680335,The BRidge Towards Implementation of Blood-based Biomarkers to Enable Early and Accurate Diagnosis of Alzheimer's Disease,The BRidge Towards Implementation of Blood-based Biomarkers to Enable Early and Accurate Diagnosis of Alzheimer's Disease (BRIDGE-AD2),RECRUITING,INTERVENTIONAL,NA,DIAGNOSTIC,"Diagnostics, imaging, and biomarkers",Mixed or not specified,550,Alzheimercentrum Amsterdam,Plasma p-tau217 and neurofilament light chain results,Alzheimer Blood Biomarkers; Alzheimer's Disease (AD),Netherlands,False,1,8,False,True,2026-07-02,2026-07-02,2025-09-17,2026-12-31,2027-06-30,Time from baseline to final diagnosis; Change in diagnosis; Change in physician's confidence in diagnosis,"First posted after June 10, 2026"
NCT07680660,https://clinicaltrials.gov/study/NCT07680660,Efficacy of Lymphatic-Venous Anastomosis Plus Donepezil Versus Donepezil Alone for Alzheimer's Disease,A Multicenter Randomized Controlled Trial on the Efficacy and Safety of Cervical Lymph Vessel/Node-venous Anastomosis Combined With Donepezil Versus Donepezil Alone in the Treatment of Alzheimer's Disease,NOT_YET_RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Diagnostics, imaging, and biomarkers",Moderate or later dementia,216,Shanghai Ninth People's Hospital Affiliated to Shanghai Jiao Tong University,Cervical lymph vessel/node-venous anastomosis surgery combined with oral donepezil; Oral treatment with donepezil,Alzheimer s Disease,China,False,1,1,False,True,2026-07-02,2026-07-22,2026-07-15,2028-09-30,2029-03-31,Change From Baseline in Clinical Dementia Rating-Sum of Boxes Score at Month 12,"First posted after June 10, 2026"
NCT07681401,https://clinicaltrials.gov/study/NCT07681401,Financial Counseling for Dementia Family Caregivers in Early and Middle Adulthood,Financial Counseling and Advocacy for Alzheimer's Disease and Related Dementias Family Caregivers in Early and Middle Adulthood,RECRUITING,INTERVENTIONAL,NA,SUPPORTIVE_CARE,"Care, behavior, and quality of life",Care partners or care systems,10,University of Utah,Financial Counseling and Advocacy,Family Caregivers; Dementia; Financial Wellbeing; Financial Coaching,United States,True,1,1,False,True,2026-07-02,2026-07-02,2026-04-10,2026-10,2026-10,Feasibility of Intervention Measure (FIM); Acceptability of Intervention Measure (AIM); Study Usability,"First posted after June 10, 2026"
NCT07682155,https://clinicaltrials.gov/study/NCT07682155,Study of the Brain's Natural Cleaning System in Potential Organ Donors.,Study of Drainage From the Cerebral Lymphatic System to Deep Cervical Nodes by the Migration of Indocyanine Green in Recent Cadaver,RECRUITING,INTERVENTIONAL,NA,OTHER,Devices and brain stimulation,Mixed or not specified,10,Germans Trias i Pujol Hospital,Indocynanine Green meningeal injection to understand anatomical connection from the meningeal lymphatic system to the cervical lymph nodes,Anatomical Description,Spain,False,1,1,False,True,2026-07-02,2026-07-02,2026-02-01,2026-11-30,2026-12-31,presence or absence of bilateral and symmetrical distribution of indocyanin green drainage; Assessment of the Indocyanin Grees pathways in its migration through the lymph channels to the cervical region.; Cervical ganglion levels to which the ICG migrates.,"First posted after June 10, 2026"
